Entiteit/Attribuut,Entiteitcode,Attribuutcode,Formaat,Datatype,Codelijst,Naam,Omschrijving;
"A,OY,1,RELVRH,AN..2,,ADNENT,""Relatie verhouding tot, code"",Code om expliciet te verwijzen naar een entiteit op hetzelfde niveau. Bij herhalende entiteiten ook het volgnummer (RELVVNR) opnemen. Alleen gebruikt binnen specifieke werkgebieden.";
"A,OY,1,RELVVN,RN..3,,,""Relatie verhouding tot, volgnummer"",Volgnummer van een herhalende entiteit waar een andere entiteit op hetzelfde niveau expliciet (via RELVRH) naar verwijst. Alleen gebruikt binnen specifieke werkgebieden.";
"A,OY,1,RELSRT,CAN..2,,ADNBEG,""Soort relatie, code"",Gecodeerde aanduiding van de soort relatie.";
"A,OY,1,RELSRT,OAN..70,,,""Soort relatie, oms."",Omschrijving van/toelichting bij het soort relatie.";
A,OY,1,RELNUM,AN..17,,,Relatienummer,Relatienummer.;
A,OY,1,SOFINR,AN..17,,,Sofinummer,Sofinummer.;
A,OY,1,BTWNR,AN..17,,,BTW-nummer,BTW-nummer.;
"A,OY,1,ROL,AN2,,ADNROL,""Rol, code"",Code om de rol van de partij aan te geven.";
"A,OY,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
A,OY,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,OY,1,VOORL,AN..12,,,Voorletters,De voorletters van een natuurlijk persoon.;
A,OY,1,VOORV,AN..10,,,Voorvoegsels,Voorvoegsels worden voluit geschreven en voldoen aan de GBA-tabel voor voorvoegsels (bijvoorbeeld: Van der).;
"A,OY,1,EERSTV,NAN..28,,,Eerste voornaam,""Eerste voornaam. Twee elementen verbonden door een koppelteken (b.v. Jan-Pieter) wordt als één voornaam beschouwd (Uit: NEN 1888, Algemene Persoonsgegevens).""";
A,OY,1,TWEEVN,AN..70,,,Tweede en volgende voornaam,Te gebruiken indien alle voornamen nodig zijn ten behoeve van bijvoorbeeld een hypotheekakte.;
"A,OY,1,VNAMEN,AN..200,,,Voornamen,""De verzameling namen die, gescheiden door spaties, aan de geslachtsnaam voorafgaat.""";
"A,OY,1,TITEL,AN..35,,,Titels,""Alle van toepassing zijnde titels. Ook te gebruiken voor titels die achter de achternaam geplaatst worden (b.v. 'RA'). Niet te gebruiken voor een aanhef (b.v. 'De heer', 'Mevrouw').""";
"A,OY,1,GESLAC,HAN1,,ADNGES,""Geslacht, code"",Gecodeerde aanduiding van het geslacht.";
A,OY,1,STRAAT,AN..35,,,Straat,Bevat straatnaam. Indien sprake is van correspondentie adres kan ook de aanduiding 'postbus' gebruikt worden.;
A,OY,1,HUISNR,N..5,,,Huisnummer,Bevat huisnummer. Indien sprake is van correspondentie adres kan dit ook een postbusnummer zijn.;
A,OY,1,TOEVOE,GAN..7,,,Huisnummertoevoeging,Huisnummertoevoeging.;
"A,OY,1,LOCATI,EAN..35,,,""Locatie, omschrijving"",""Nadere aanduiding van een adres. Te gebruiken indien huisnummer ontbreekt. Voorbeelden zijn: 'Poste restante Aadorp', 'Woonwagen Bambi', 'Appartement V113'.""";
A,OY,1,PLAATS,AN..24,,,Plaats,De naam van een plaats.;
A,OY,1,PCODE,AN..9,,,Postcode,Het formaat van de postcode is zodanig dat ook buitenlandse postcodes hierin opgenomen kunnen worden.;
"A,OY,1,LAND,AN2,,ISOLAN,""Land, code"",Code om een land aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,OY,1,ADRES1,AN..70,,,Adresregel-1 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,OY,1,ADRES2,AN..70,,,Adresregel-2 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,OY,1,ADRES3,AN..70,,,Adresregel-3 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,OY,1,ADRES4,AN..70,,,Adresregel-4 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,OY,1,ADRES5,AN..70,,,Adresregel-5 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,OY,1,VSTRAA,TAN..35,,,Straat (zakelijk adres),Straatnaam van het zakelijke adres.;
A,OY,1,VHUISN,RN..5,,,Huisnummer (zakelijk adres),Huisnummer van het zakelijke adres.;
A,OY,1,VTOEVO,EAN..7,,,Huisnr.toevoeging (zakelijk adres),Huisnummertoevoeging van het zakelijke adres.;
A,OY,1,PSTCD,AN..9,,,Postcode (zakelijk adres),Postcode van het zakelijke adres.;
A,OY,1,VPLTS,AN..24,,,Plaats (zakelijk adres),Plaatsnaam van het zakelijke adres.;
"A,OY,1,VLAND,AN2,,ISOLAN,""Land, code (zakelijk adres)"",Code om een land bij een zakelijk adres aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,OY,1,TELNUM,AN..25,,,Telefoonnummer,Telefoonnummer.;
A,OY,1,TELNUM,WAN..25,,,Telefoonnummer werk,Telefoonnummer werk.;
A,OY,1,FAXNUM,AN..25,,,Faxnummer,Faxnummer.;
A,OY,1,MOBIEL,AN..25,,,Mobiel telefoonnummer,Mobiel telefoonnummer.;
A,OY,1,EMAIL,AN..70,,,E-mailadres,E-mailadres.;
A,OY,1,EMAILW,AN..70,,,E-mailadres werk,E-mailadres werk.;
A,OY,1,GEBDAT,N8,D1,,Geboortedatum,Geboortedatum.;
A,OY,1,GEBPLT,SAN..24,,,Geboorteplaats,Geboorteplaats.;
"A,OY,1,NATION,AAN2,,ISOLAN,""Nationaliteit, code"",Code om de nationaliteit aan te geven volgens de ISO-landencodetabel (ISO 3166).";
"A,OY,1,NATGBA,AN..5,,AFDGBA,""Nationaliteit GBA, code"",Nationaliteit volgens de Gemeentelijke Basis Administratie.";
"A,OY,1,IDENTD,AN1,,ADNIDD,""Identificatiedocument, code"",""Code om het soort identificatiedocument aan te geven (paspoort, ID, etc.).""";
A,OY,1,IDENNR,AN..17,,,Nummer afgifte document,Het nummer van het identificatiedocument.;
A,OY,1,IDENDA,TN8,D1,,Datum afgifte document,De datum waarop het identificatiedocument is afgegeven.;
A,OY,1,IDENPL,SAN..24,,,Plaats van afgifte document,De plaatsnaam van de gemeente die het identificatiedocument afgegeven heeft.;
A,OY,1,TEKST,AN..999,ME,,Tekst,Tekst.;
"A,OY,1,SRTOGV,AN..5,,ADNSOY,""Opdrachtgever, code"",";
E,PA,1,,,,,PARTIJ PANDNEMER,;
A,PA,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,PA,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,PA,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,PA,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,PA,1,RELVRH,AN..2,,ADNENT,""Relatie verhouding tot, code"",Code om expliciet te verwijzen naar een entiteit op hetzelfde niveau. Bij herhalende entiteiten ook het volgnummer (RELVVNR) opnemen. Alleen gebruikt binnen specifieke werkgebieden.";
"A,PA,1,RELVVN,RN..3,,,""Relatie verhouding tot, volgnummer"",Volgnummer van een herhalende entiteit waar een andere entiteit op hetzelfde niveau expliciet (via RELVRH) naar verwijst. Alleen gebruikt binnen specifieke werkgebieden.";
"A,PA,1,RELSRT,CAN..2,,ADNBEG,""Soort relatie, code"",Gecodeerde aanduiding van de soort relatie.";
A,PA,1,RELNUM,AN..17,,,Relatienummer,Relatienummer.;
"A,PA,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
A,PA,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
"A,PA,1,GESLAC,HAN1,,ADNGES,""Geslacht, code"",Gecodeerde aanduiding van het geslacht.";
A,PA,1,STRAAT,AN..35,,,Straat,Bevat straatnaam. Indien sprake is van correspondentie adres kan ook de aanduiding 'postbus' gebruikt worden.;
A,PA,1,HUISNR,N..5,,,Huisnummer,Bevat huisnummer. Indien sprake is van correspondentie adres kan dit ook een postbusnummer zijn.;
A,PA,1,TOEVOE,GAN..7,,,Huisnummertoevoeging,Huisnummertoevoeging.;
"A,PA,1,LOCATI,EAN..35,,,""Locatie, omschrijving"",""Nadere aanduiding van een adres. Te gebruiken indien huisnummer ontbreekt. Voorbeelden zijn: 'Poste restante Aadorp', 'Woonwagen Bambi', 'Appartement V113'.""";
A,PA,1,PLAATS,AN..24,,,Plaats,De naam van een plaats.;
A,PA,1,PCODE,AN..9,,,Postcode,Het formaat van de postcode is zodanig dat ook buitenlandse postcodes hierin opgenomen kunnen worden.;
"A,PA,1,LAND,AN2,,ISOLAN,""Land, code"",Code om een land aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,PA,1,ADRES1,AN..70,,,Adresregel-1 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PA,1,ADRES2,AN..70,,,Adresregel-2 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PA,1,ADRES3,AN..70,,,Adresregel-3 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PA,1,ADRES4,AN..70,,,Adresregel-4 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PA,1,ADRES5,AN..70,,,Adresregel-5 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PA,1,VSTRAA,TAN..35,,,Straat (zakelijk adres),Straatnaam van het zakelijke adres.;
A,PA,1,VHUISN,RN..5,,,Huisnummer (zakelijk adres),Huisnummer van het zakelijke adres.;
A,PA,1,VTOEVO,EAN..7,,,Huisnr.toevoeging (zakelijk adres),Huisnummertoevoeging van het zakelijke adres.;
A,PA,1,PSTCD,AN..9,,,Postcode (zakelijk adres),Postcode van het zakelijke adres.;
A,PA,1,VPLTS,AN..24,,,Plaats (zakelijk adres),Plaatsnaam van het zakelijke adres.;
"A,PA,1,VLAND,AN2,,ISOLAN,""Land, code (zakelijk adres)"",Code om een land bij een zakelijk adres aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,PA,1,TELNUM,AN..25,,,Telefoonnummer,Telefoonnummer.;
A,PA,1,TELNUM,WAN..25,,,Telefoonnummer werk,Telefoonnummer werk.;
A,PA,1,FAXNUM,AN..25,,,Faxnummer,Faxnummer.;
A,PA,1,MOBIEL,AN..25,,,Mobiel telefoonnummer,Mobiel telefoonnummer.;
A,PA,1,EMAIL,AN..70,,,E-mailadres,E-mailadres.;
A,PA,1,EMAILW,AN..70,,,E-mailadres werk,E-mailadres werk.;
A,PA,1,NRHNDR,GAN..17,,,Nummer handelsregister,Nummer van inschrijving in het handelsregister van de Kamer van Koophandel (KvK).;
A,PA,1,TEKST,AN..999,ME,,Tekst,Tekst.;
A,PA,1,PANACN,RAN..20,,,Actenummer verpanding,Actenummer waaronder de verpanding notarieel is vastgelegd.;
A,PA,1,STTADR,AN..35,,,Statutaire vestigingsplaats,De statutaire vestigingsplaats van het bedrijf volgens de Kamer van Koophandel.;
E,PF,1,,,,,PARTIJ PENSIOENUITVOERDER,Pensioenfonds of verzekeringsmaatschappij die pensioenen van werknemers beheert.;
A,PF,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,PF,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,PF,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,PF,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,PF,1,RELTOT,AN..2,,ADNENT,""Relatie tot, code"",Code van bovenliggende entiteit waar onderliggende entiteit naar verwijst. Bij herhaling ook het volgnummer (RELVNR) van de entiteit opnemen. Bij EDIFACT deze relaties verplicht definiëren.";
"A,PF,1,RELVNR,N..3,,,""Relatie tot, volgnummer"",Volgnummer van de bovenliggende herhalende entiteit waar de onderliggende entiteit (via RELTOT) naar verwijst. Bij EDIFACT deze relaties verplicht definiëren.";
A,PF,1,RELNUM,AN..17,,,Relatienummer,Relatienummer.;
"A,PF,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
A,PF,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,PF,1,STRAAT,AN..35,,,Straat,Bevat straatnaam. Indien sprake is van correspondentie adres kan ook de aanduiding 'postbus' gebruikt worden.;
A,PF,1,HUISNR,N..5,,,Huisnummer,Bevat huisnummer. Indien sprake is van correspondentie adres kan dit ook een postbusnummer zijn.;
A,PF,1,TOEVOE,GAN..7,,,Huisnummertoevoeging,Huisnummertoevoeging.;
"A,PF,1,LOCATI,EAN..35,,,""Locatie, omschrijving"",""Nadere aanduiding van een adres. Te gebruiken indien huisnummer ontbreekt. Voorbeelden zijn: 'Poste restante Aadorp', 'Woonwagen Bambi', 'Appartement V113'.""";
A,PF,1,PLAATS,AN..24,,,Plaats,De naam van een plaats.;
A,PF,1,PCODE,AN..9,,,Postcode,Het formaat van de postcode is zodanig dat ook buitenlandse postcodes hierin opgenomen kunnen worden.;
"A,PF,1,LAND,AN2,,ISOLAN,""Land, code"",Code om een land aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,PF,1,TEKST,AN..999,ME,,Tekst,Tekst.;
"A,PF,1,IDPUV,AN..5,,AFDIDP,""Identific. pensioenuitvoerder, code"",Unieke identificatie van een pensioenorganisatie t.b.v. VBPUO-gegevensuitwisseling. Met u-nummers worden pensioenuitvoerders (pensioenfondsen en pensioenverzekeraars) geïdentificeerd.";
E,PB,1,,,,,PARTIJ PREMIEBETALER,;
A,PB,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,PB,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,PB,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,PB,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,PB,1,RELVRH,AN..2,,ADNENT,""Relatie verhouding tot, code"",Code om expliciet te verwijzen naar een entiteit op hetzelfde niveau. Bij herhalende entiteiten ook het volgnummer (RELVVNR) opnemen. Alleen gebruikt binnen specifieke werkgebieden.";
"A,PB,1,RELVVN,RN..3,,,""Relatie verhouding tot, volgnummer"",Volgnummer van een herhalende entiteit waar een andere entiteit op hetzelfde niveau expliciet (via RELVRH) naar verwijst. Alleen gebruikt binnen specifieke werkgebieden.";
"A,PB,1,RELSRT,CAN..2,,ADNBEG,""Soort relatie, code"",Gecodeerde aanduiding van de soort relatie.";
"A,PB,1,RELSRT,OAN..70,,,""Soort relatie, oms."",Omschrijving van/toelichting bij het soort relatie.";
A,PB,1,IDNR,AN..35,,,Identificatienummer,Identificatienummer waarmee de partij bekend staat in de communicatie. Dit wordt bilateraal afgesproken tussen partijen.;
A,PB,1,RELNUM,AN..17,,,Relatienummer,Relatienummer.;
A,PB,1,SOFINR,AN..17,,,Sofinummer,Sofinummer.;
A,PB,1,BSNR,AN..17,,,Burger service nummer,Het BSN is een uniek identificerend nummer voor iedere burger die een relatie heeft met de Nederlandse overheid.;
A,PB,1,BTWNR,AN..17,,,BTW-nummer,BTW-nummer.;
A,PB,1,RREGNR,N11,,,Rijksregisternummer,Rijksregisternummer. Uniek identificatienummer toegekend aan natuurlijke personen ingeschreven in België.;
"A,PB,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
"A,PB,1,ANAAME,AN..70,,,Eigen naam,""De eigen geslachtsnaam zonder voorvoegsel en zonder de scheidingsspatie volgend op het voorvoegsel. Ontleend aan:NEN 1888:2002 """"Significant deel van de achternaam""""""";
A,PB,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,PB,1,VOORL,AN..12,,,Voorletters,De voorletters van een natuurlijk persoon.;
A,PB,1,VOORV,AN..10,,,Voorvoegsels,Voorvoegsels worden voluit geschreven en voldoen aan de GBA-tabel voor voorvoegsels (bijvoorbeeld: Van der).;
"A,PB,1,VOORVE,AN..10,,,Voorvoegsels eigen naam,""De verzameling van één of meer voorzetsels en/of lidwoorden die aan de EIGEN NAAM vooraf gaat en daarmee gezamenlijk de EIGEN NAAM vormt. Ontleend aan """"NEN 1888:2002 - Voorvoegsel"""".""";
"A,PB,1,EERSTV,NAN..28,,,Eerste voornaam,""Eerste voornaam. Twee elementen verbonden door een koppelteken (b.v. Jan-Pieter) wordt als één voornaam beschouwd (Uit: NEN 1888, Algemene Persoonsgegevens).""";
A,PB,1,TWEEVN,AN..70,,,Tweede en volgende voornaam,Te gebruiken indien alle voornamen nodig zijn ten behoeve van bijvoorbeeld een hypotheekakte.;
"A,PB,1,VNAMEN,AN..200,,,Voornamen,""De verzameling namen die, gescheiden door spaties, aan de geslachtsnaam voorafgaat.""";
"A,PB,1,TITEL,AN..35,,,Titels,""Alle van toepassing zijnde titels. Ook te gebruiken voor titels die achter de achternaam geplaatst worden (b.v. 'RA'). Niet te gebruiken voor een aanhef (b.v. 'De heer', 'Mevrouw').""";
"A,PB,1,GESLAC,HAN1,,ADNGES,""Geslacht, code"",Gecodeerde aanduiding van het geslacht.";
A,PB,1,STRAAT,AN..35,,,Straat,Bevat straatnaam. Indien sprake is van correspondentie adres kan ook de aanduiding 'postbus' gebruikt worden.;
A,PB,1,HUISNR,N..5,,,Huisnummer,Bevat huisnummer. Indien sprake is van correspondentie adres kan dit ook een postbusnummer zijn.;
A,PB,1,TOEVOE,GAN..7,,,Huisnummertoevoeging,Huisnummertoevoeging.;
"A,PB,1,LOCATI,EAN..35,,,""Locatie, omschrijving"",""Nadere aanduiding van een adres. Te gebruiken indien huisnummer ontbreekt. Voorbeelden zijn: 'Poste restante Aadorp', 'Woonwagen Bambi', 'Appartement V113'.""";
A,PB,1,PLAATS,AN..24,,,Plaats,De naam van een plaats.;
A,PB,1,PCODE,AN..9,,,Postcode,Het formaat van de postcode is zodanig dat ook buitenlandse postcodes hierin opgenomen kunnen worden.;
"A,PB,1,LAND,AN2,,ISOLAN,""Land, code"",Code om een land aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,PB,1,ADRES1,AN..70,,,Adresregel-1 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PB,1,ADRES2,AN..70,,,Adresregel-2 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PB,1,ADRES3,AN..70,,,Adresregel-3 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PB,1,ADRES4,AN..70,,,Adresregel-4 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PB,1,ADRES5,AN..70,,,Adresregel-5 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,PB,1,TELNUM,AN..25,,,Telefoonnummer,Telefoonnummer.;
A,PB,1,MOBIEL,AN..25,,,Mobiel telefoonnummer,Mobiel telefoonnummer.;
A,PB,1,EMAIL,AN..70,,,E-mailadres,E-mailadres.;
A,PB,1,GEBDAT,N8,D1,,Geboortedatum,Geboortedatum.;
A,PB,1,GEBPLT,SAN..24,,,Geboorteplaats,Geboorteplaats.;
"A,PB,1,NATION,AAN2,,ISOLAN,""Nationaliteit, code"",Code om de nationaliteit aan te geven volgens de ISO-landencodetabel (ISO 3166).";
"A,PB,1,NATGBA,AN..5,,AFDGBA,""Nationaliteit GBA, code"",Nationaliteit volgens de Gemeentelijke Basis Administratie.";
"A,PB,1,VTAAL,AN..2,,ISOTAA,""Voertaal, code"",Voertaal. De taal die de persoon normaal spreekt. De standaard voertaal voor schriftelijke communicatie.";
"A,PB,1,BURGST,AN1,,ADNBUR,""Burgerlijke staat, code"",Gecodeerde aanduiding van de burgerlijke staat.";
"A,PB,1,IDENTD,AN1,,ADNIDD,""Identificatiedocument, code"",""Code om het soort identificatiedocument aan te geven (paspoort, ID, etc.).""";
A,PB,1,IDENTD,GAN1,JN,ADNLOG,Identificatiedocument geldig J/N,Indicatie of het identificatiedocument geldig is.;
A,PB,1,IDENNR,AN..17,,,Nummer afgifte document,Het nummer van het identificatiedocument.;
A,PB,1,IDENDA,TN8,D1,,Datum afgifte document,De datum waarop het identificatiedocument is afgegeven.;
A,PB,1,IDENPL,SAN..24,,,Plaats van afgifte document,De plaatsnaam van de gemeente die het identificatiedocument afgegeven heeft.;
"A,PB,1,SRTIRE,KAN1,,ADNGRK,""Soort incassorekening, code"",Code om het soort incassorekening aan te geven.";
"A,PB,1,BANKRK,N..10,RK,,""Bankrekeningnummer, incasso"",""Of het bankrekeningnummer wordt gevuld, of het girorekeningnummer, maar niet beide.""";
"A,PB,1,GIRORK,N..7,,,""Girorekeningnummer, incasso"",""Of het bankrekeningnummer wordt gevuld, of het girorekeningnummer, maar niet beide.""";
"A,PB,1,BIC,AN..11,,,""Bank identificatie code, incasso"",Bank Identificatie Code (BIC) van de incassorekening. Zie SEPA.";
"A,PB,1,IBAN,AN..34,RA,,""Bank account nummer, incasso"",Bank Account Nummer (IBAN) van de incassorekening. Zie SEPA.";
A,PB,1,BNKNMI,NAN..70,,,Bank naam incasso rekening,Naam van de bank waartoe de incasso rekening behoort.;
"A,PB,1,BANKRK,2N..10,RK,,""Tweede bankrekeningnummer, incasso"",""Of het tweede bankrekeningnummer wordt gevuld of het tweede girorekeningnummer, maar niet beide.""";
"A,PB,1,GIRORK,2N..7,,,""Tweede girorekeningnummer, incasso"",""Of het tweede girorekeningnummer wordt gevuld of het tweede bankrekeningnummer, maar niet beide.""";
"A,PB,1,BIC2,AN..11,,,""Tweede bank identific. code, incasso"",Tweede bank identificatie code (BIC) voor incasso. Zie SEPA.";
"A,PB,1,IBAN2,AN..34,RA,,""Tweede bank account nummer, incasso"",Tweede bank account nummer voor incasso. Zie SEPA.";
"A,PB,1,IBAN3,AN..34,RA,,""Derde bank account nummer, incasso"",Derde bank account nummer voor incasso. Zie SEPA.";
"A,PB,1,IBAN4,AN..34,RA,,""Vierde bank account nummer, incasso"",Vierde bank account nummer voor incasso. Zie SEPA.";
"A,PB,1,BANKTN,VAN..35,,,""Bankrek. incasso, ten name van"",""Bankrekening incasso, ten name van.""";
